Phylum,Subphylum,Assembly
Ascomycota,Pezizomycotina,GCA_023625175.1
Ascomycota,Pezizomycotina,GCA_023618955.1
Ascomycota,Pezizomycotina,GCA_023625275.1
Ascomycota,Pezizomycotina,GCA_023619705.1
Ascomycota,Pezizomycotina,GCA_023625195.1
Ascomycota,Pezizomycotina,GCA_023625115.1
Ascomycota,Pezizomycotina,GCA_023619575.1
Ascomycota,Pezizomycotina,GCA_020615375.1
Ascomycota,Pezizomycotina,GCA_023625135.1
Ascomycota,Pezizomycotina,GCA_023619415.1
Ascomycota,Pezizomycotina,GCA_023618865.1
Ascomycota,Pezizomycotina,GCA_023619725.1
Ascomycota,Pezizomycotina,GCA_023625035.1
Ascomycota,Pezizomycotina,GCA_037043995.1
Ascomycota,Pezizomycotina,GCA_023627635.1
Ascomycota,Pezizomycotina,GCA_023619375.1
Ascomycota,Pezizomycotina,GCA_037042565.1
Ascomycota,Pezizomycotina,GCA_023619485.1
Ascomycota,Pezizomycotina,GCA_023619655.1
Ascomycota,Pezizomycotina,GCA_023619325.1
Ascomycota,Pezizomycotina,GCA_023624935.1
Ascomycota,Pezizomycotina,GCA_023625155.1
Ascomycota,Pezizomycotina,GCA_023627695.1
Ascomycota,Pezizomycotina,GCA_023619295.1
Ascomycota,Pezizomycotina,GCA_037044355.1
Ascomycota,Pezizomycotina,GCA_023625095.1
Ascomycota,Pezizomycotina,GCA_037043805.1
Ascomycota,Pezizomycotina,GCA_023619515.1
Ascomycota,Pezizomycotina,GCA_023619405.1
Ascomycota,Pezizomycotina,GCA_023619365.1
Ascomycota,Pezizomycotina,GCA_002894705.1
Ascomycota,Pezizomycotina,GCA_023619275.1
Ascomycota,Pezizomycotina,GCA_023619345.1
Ascomycota,Pezizomycotina,GCA_023627595.1
Ascomycota,Pezizomycotina,GCA_023627535.1
Ascomycota,Pezizomycotina,GCA_023627575.1
Ascomycota,Pezizomycotina,GCA_023625635.1
Ascomycota,Pezizomycotina,GCA_027569225.1
Ascomycota,Pezizomycotina,GCA_037044195.1
Ascomycota,Pezizomycotina,GCA_036986335.1
Ascomycota,Pezizomycotina,GCA_025768815.1
Ascomycota,Pezizomycotina,GCA_023627655.1
Ascomycota,Pezizomycotina,GCA_001931935.1
Ascomycota,Pezizomycotina,GCA_023627475.1
Ascomycota,Pezizomycotina,GCA_022814375.1
Ascomycota,Pezizomycotina,GCA_023627495.1
Ascomycota,Pezizomycotina,GCA_037042605.1
Ascomycota,Pezizomycotina,GCA_023627555.1
Ascomycota,Pezizomycotina,GCA_023627515.1
Ascomycota,Pezizomycotina,GCA_037042595.1
Ascomycota,Pezizomycotina,GCA_024668715.1
Ascomycota,Pezizomycotina,GCA_023627455.1
Ascomycota,Pezizomycotina,GCA_027569315.1
Ascomycota,Pezizomycotina,GCA_037042525.1
Ascomycota,Pezizomycotina,GCA_013306195.1
Ascomycota,Pezizomycotina,GCA_023627395.1
Ascomycota,Pezizomycotina,GCA_023627435.1
Ascomycota,Pezizomycotina,GCA_012656285.1
Ascomycota,Pezizomycotina,GCA_022813405.1
Ascomycota,Pezizomycotina,GCA_023627615.1
Ascomycota,Pezizomycotina,GCA_003698115.1
Ascomycota,Pezizomycotina,GCA_003138035.1
Ascomycota,Pezizomycotina,GCA_037042555.1
Ascomycota,Pezizomycotina,GCA_037042665.1
Ascomycota,Pezizomycotina,GCA_019828945.1
Ascomycota,Pezizomycotina,GCA_028752205.1
Ascomycota,Pezizomycotina,GCA_028752175.1
Ascomycota,Pezizomycotina,GCA_014784225.2
Ascomycota,Pezizomycotina,GCA_030515275.1
Ascomycota,Pezizomycotina,GCA_009017415.1
Ascomycota,Pezizomycotina,GCA_009856665.1
Ascomycota,Pezizomycotina,GCA_008032255.1
Ascomycota,Pezizomycotina,GCA_016865315.1
Ascomycota,Pezizomycotina,GCA_019880445.1
Ascomycota,Pezizomycotina,GCA_014117485.1
Ascomycota,Pezizomycotina,GCA_012896875.1
Ascomycota,Pezizomycotina,GCA_012896415.1
Ascomycota,Pezizomycotina,GCA_012897115.1
Ascomycota,Pezizomycotina,GCA_012896995.1
Ascomycota,Pezizomycotina,GCA_012896705.1
Ascomycota,Pezizomycotina,GCA_012896275.1
Ascomycota,Pezizomycotina,GCA_012897275.1
Ascomycota,Pezizomycotina,GCA_012896555.1
Ascomycota,Pezizomycotina,GCA_012895975.1
Ascomycota,Pezizomycotina,GCA_012896145.1
Ascomycota,Pezizomycotina,GCA_008032055.1
Ascomycota,Pezizomycotina,GCA_019288275.1
Ascomycota,Pezizomycotina,GCA_024220425.1
Ascomycota,Pezizomycotina,GCA_029783905.1
Ascomycota,Pezizomycotina,GCA_029783925.1
Ascomycota,Pezizomycotina,GCA_018140885.1
Ascomycota,Pezizomycotina,GCA_018140865.1
Ascomycota,Pezizomycotina,GCA_018140735.1
Ascomycota,Pezizomycotina,GCA_018140755.1
Ascomycota,Pezizomycotina,GCA_030015405.1
Ascomycota,Pezizomycotina,GCA_025118165.1
Ascomycota,Pezizomycotina,GCA_025201645.1
Ascomycota,Pezizomycotina,GCA_000002855.2
Ascomycota,Pezizomycotina,GCA_020091605.1
Ascomycota,Pezizomycotina,GCA_028505865.1
Ascomycota,Pezizomycotina,GCA_003116565.1
Ascomycota,Pezizomycotina,GCA_003184595.1
Ascomycota,Pezizomycotina,GCF_003184595.1
Ascomycota,Pezizomycotina,GCA_020284045.1
Ascomycota,Pezizomycotina,GCA_001307345.1
Ascomycota,Pezizomycotina,GCA_030324235.1
Ascomycota,Pezizomycotina,GCA_009176455.1
Ascomycota,Pezizomycotina,GCA_010723835.1
Ascomycota,Pezizomycotina,GCA_004796565.1
Ascomycota,Pezizomycotina,GCA_002749805.1
Ascomycota,Pezizomycotina,GCA_004798825.1
Ascomycota,Pezizomycotina,GCA_000986665.1
Ascomycota,Pezizomycotina,GCA_020284075.1
Ascomycota,Pezizomycotina,GCA_013306215.1
Ascomycota,Pezizomycotina,GCA_032627265.1
Ascomycota,Pezizomycotina,GCA_949125545.1
Ascomycota,Pezizomycotina,GCA_949125165.1
Ascomycota,Pezizomycotina,GCA_003069565.1
Ascomycota,Pezizomycotina,GCA_949125185.1
Ascomycota,Pezizomycotina,GCA_023620925.1
Ascomycota,Pezizomycotina,GCA_023620985.1
Ascomycota,Pezizomycotina,GCA_023620295.1
Ascomycota,Pezizomycotina,GCA_023620225.1
Ascomycota,Pezizomycotina,GCA_029618195.1
Ascomycota,Pezizomycotina,GCA_029618285.1
Ascomycota,Pezizomycotina,GCA_023620135.1
Ascomycota,Pezizomycotina,GCA_023620175.1
Ascomycota,Pezizomycotina,GCA_001715275.2
Ascomycota,Pezizomycotina,GCA_025765995.1
Ascomycota,Pezizomycotina,GCA_023620105.1
Ascomycota,Pezizomycotina,GCA_029618165.1
Ascomycota,Pezizomycotina,GCA_023620865.1
Ascomycota,Pezizomycotina,GCA_029618205.1
Ascomycota,Pezizomycotina,GCA_023621025.1
Ascomycota,Pezizomycotina,GCA_023620085.1
Ascomycota,Pezizomycotina,GCA_023620875.1
Ascomycota,Pezizomycotina,GCA_023620795.1
Ascomycota,Pezizomycotina,GCA_023620195.1
Ascomycota,Pezizomycotina,GCA_023620325.1
Ascomycota,Pezizomycotina,GCA_023621065.1
Ascomycota,Pezizomycotina,GCA_029618175.1
Ascomycota,Pezizomycotina,GCA_023620275.1
Ascomycota,Pezizomycotina,GCA_029618185.1
Ascomycota,Pezizomycotina,GCA_023620155.1
Ascomycota,Pezizomycotina,GCA_023620935.1
Ascomycota,Pezizomycotina,GCA_029618255.1
Ascomycota,Pezizomycotina,GCA_023620375.1
Ascomycota,Pezizomycotina,GCA_023621035.1
Ascomycota,Pezizomycotina,GCA_029618275.1
Ascomycota,Pezizomycotina,GCA_023620895.1
Ascomycota,Pezizomycotina,GCA_023620335.1
Ascomycota,Pezizomycotina,GCA_025766145.1
Ascomycota,Pezizomycotina,GCA_023620055.1
Ascomycota,Pezizomycotina,GCA_023620995.1
Ascomycota,Pezizomycotina,GCA_025766085.1
Ascomycota,Pezizomycotina,GCA_023620255.1
Ascomycota,Pezizomycotina,GCA_025766105.1
Ascomycota,Pezizomycotina,GCA_029618335.1
Ascomycota,Pezizomycotina,GCA_023620605.1
Ascomycota,Pezizomycotina,GCA_023620165.1
Ascomycota,Pezizomycotina,GCA_029618305.1
Ascomycota,Pezizomycotina,GCA_023621075.1
Ascomycota,Pezizomycotina,GCA_029618225.1
Ascomycota,Pezizomycotina,GCA_023620755.1
Ascomycota,Pezizomycotina,GCA_015586125.1
Ascomycota,Pezizomycotina,GCA_023620835.1
Ascomycota,Pezizomycotina,GCA_023620825.1
Ascomycota,Pezizomycotina,GCA_023620975.1
Ascomycota,Pezizomycotina,GCA_015572015.1
Ascomycota,Pezizomycotina,GCA_023620365.1
Ascomycota,Pezizomycotina,GCA_023620235.1
Ascomycota,Pezizomycotina,GCA_015572025.1
Ascomycota,Pezizomycotina,GCA_015572005.1
Ascomycota,Pezizomycotina,GCA_020500845.1
Ascomycota,Pezizomycotina,GCA_020500905.1
Ascomycota,Pezizomycotina,GCA_023620045.1
Ascomycota,Pezizomycotina,GCA_020500215.1
Ascomycota,Pezizomycotina,GCA_020500875.1
Ascomycota,Pezizomycotina,GCA_020500935.1
Ascomycota,Pezizomycotina,GCA_020500385.1
Ascomycota,Pezizomycotina,GCA_020500815.1
Ascomycota,Pezizomycotina,GCA_020500465.1
Ascomycota,Pezizomycotina,GCA_020500785.1
Ascomycota,Pezizomycotina,GCA_020499675.1
Ascomycota,Pezizomycotina,GCA_020500285.1
Ascomycota,Pezizomycotina,GCA_020500205.1
Ascomycota,Pezizomycotina,GCA_020500775.1
Ascomycota,Pezizomycotina,GCA_020500705.1
Ascomycota,Pezizomycotina,GCA_020499755.1
Ascomycota,Pezizomycotina,GCA_020500455.1
Ascomycota,Pezizomycotina,GCA_020499695.1
Ascomycota,Pezizomycotina,GCA_015571995.1
Ascomycota,Pezizomycotina,GCA_020500295.1
Ascomycota,Pezizomycotina,GCA_020500475.1
Ascomycota,Pezizomycotina,GCA_020500355.1
Ascomycota,Pezizomycotina,GCA_020500365.1
Ascomycota,Pezizomycotina,GCA_020500185.1
Ascomycota,Pezizomycotina,GCA_020500655.1
Ascomycota,Pezizomycotina,GCA_020500645.1
Ascomycota,Pezizomycotina,GCA_025766045.1
Ascomycota,Pezizomycotina,GCA_020500305.1
Ascomycota,Pezizomycotina,GCA_020500595.1
Ascomycota,Pezizomycotina,GCA_020500685.1
Ascomycota,Pezizomycotina,GCA_020500695.1
Ascomycota,Pezizomycotina,GCA_020500865.1
Ascomycota,Pezizomycotina,GCA_020499715.1
Ascomycota,Pezizomycotina,GCA_020500485.1
Ascomycota,Pezizomycotina,GCA_020501935.1
Ascomycota,Pezizomycotina,GCA_020499865.1
Ascomycota,Pezizomycotina,GCA_020499805.1
Ascomycota,Pezizomycotina,GCA_020500445.1
Ascomycota,Pezizomycotina,GCA_020499825.1
Ascomycota,Pezizomycotina,GCA_018804105.1
Ascomycota,Pezizomycotina,GCA_020501425.1
Ascomycota,Pezizomycotina,GCA_020500765.1
Ascomycota,Pezizomycotina,GCA_001643665.1
Ascomycota,Pezizomycotina,GCA_020502095.1
Ascomycota,Pezizomycotina,GCA_020500805.1
Ascomycota,Pezizomycotina,GCA_020499815.1
Ascomycota,Pezizomycotina,GCA_020502105.1
Ascomycota,Pezizomycotina,GCA_020499685.1
Ascomycota,Pezizomycotina,GCA_020500555.1
Ascomycota,Pezizomycotina,GCA_020500085.1
Ascomycota,Pezizomycotina,GCA_020499785.1
Ascomycota,Pezizomycotina,GCA_020500395.1
Ascomycota,Pezizomycotina,GCA_020503735.1
Ascomycota,Pezizomycotina,GCA_020498945.1
Ascomycota,Pezizomycotina,GCA_020501405.1
Ascomycota,Pezizomycotina,GCA_020502045.1
Ascomycota,Pezizomycotina,GCA_020500275.1
Ascomycota,Pezizomycotina,GCA_020499905.1
Ascomycota,Pezizomycotina,GCA_020501635.1
Ascomycota,Pezizomycotina,GCA_020501185.1
Ascomycota,Pezizomycotina,GCA_020501495.1
Ascomycota,Pezizomycotina,GCA_020501985.1
Ascomycota,Pezizomycotina,GCA_020501005.1
Ascomycota,Pezizomycotina,GCA_020503905.1
Ascomycota,Pezizomycotina,GCA_020498985.1
Ascomycota,Pezizomycotina,GCA_020501105.1
Ascomycota,Pezizomycotina,GCA_020499015.1
Ascomycota,Pezizomycotina,GCA_020501535.1
Ascomycota,Pezizomycotina,GCA_020503885.1
Ascomycota,Pezizomycotina,GCA_020498875.1
Ascomycota,Pezizomycotina,GCA_020502005.1
Ascomycota,Pezizomycotina,GCA_020499975.1
Ascomycota,Pezizomycotina,GCA_020501645.1
Ascomycota,Pezizomycotina,GCA_020501265.1
Ascomycota,Pezizomycotina,GCA_020498905.1
Ascomycota,Pezizomycotina,GCA_020499985.1
Ascomycota,Pezizomycotina,GCA_020500115.1
Ascomycota,Pezizomycotina,GCA_020503795.1
Ascomycota,Pezizomycotina,GCA_020503825.1
Ascomycota,Pezizomycotina,GCA_020503895.1
Ascomycota,Pezizomycotina,GCA_020501075.1
Ascomycota,Pezizomycotina,GCA_020499995.1
Ascomycota,Pezizomycotina,GCA_020499775.1
Ascomycota,Pezizomycotina,GCA_020501605.1
Ascomycota,Pezizomycotina,GCA_020499935.1
Ascomycota,Pezizomycotina,GCA_020498815.1
Ascomycota,Pezizomycotina,GCA_020498725.1
Ascomycota,Pezizomycotina,GCA_020501445.1
Ascomycota,Pezizomycotina,GCA_020503175.1
Ascomycota,Pezizomycotina,GCA_020502025.1
Ascomycota,Pezizomycotina,GCA_020503915.1
Ascomycota,Pezizomycotina,GCA_020501905.1
Ascomycota,Pezizomycotina,GCA_020498805.1
Ascomycota,Pezizomycotina,GCA_020500965.1
Ascomycota,Pezizomycotina,GCA_020498865.1
Ascomycota,Pezizomycotina,GCA_020501615.1
Ascomycota,Pezizomycotina,GCA_020502695.1
Ascomycota,Pezizomycotina,GCA_020500105.1
Ascomycota,Pezizomycotina,GCA_020499605.1
Ascomycota,Pezizomycotina,GCA_020501475.1
Ascomycota,Pezizomycotina,GCA_020501765.1
Ascomycota,Pezizomycotina,GCA_020500195.1
Ascomycota,Pezizomycotina,GCA_020501325.1
Ascomycota,Pezizomycotina,GCA_020499255.1
Ascomycota,Pezizomycotina,GCA_020499575.1
Ascomycota,Pezizomycotina,GCA_001643655.1
Ascomycota,Pezizomycotina,GCA_020501245.1
Ascomycota,Pezizomycotina,GCA_020501895.1
Ascomycota,Pezizomycotina,GCA_020503935.1
Ascomycota,Pezizomycotina,GCA_020501345.1
Ascomycota,Pezizomycotina,GCA_020499115.1
Ascomycota,Pezizomycotina,GCA_020503445.1
Ascomycota,Pezizomycotina,GCA_020501815.1
Ascomycota,Pezizomycotina,GCA_020501145.1
Ascomycota,Pezizomycotina,GCA_020503375.1
Ascomycota,Pezizomycotina,GCA_020502165.1
Ascomycota,Pezizomycotina,GCA_020502425.1
Ascomycota,Pezizomycotina,GCA_020499155.1
Ascomycota,Pezizomycotina,GCA_020502235.1
Ascomycota,Pezizomycotina,GCA_020501095.1
Ascomycota,Pezizomycotina,GCA_020502325.1
Ascomycota,Pezizomycotina,GCA_020499485.1
Ascomycota,Pezizomycotina,GCA_020501255.1
Ascomycota,Pezizomycotina,GCA_020501045.1
Ascomycota,Pezizomycotina,GCA_020502545.1
Ascomycota,Pezizomycotina,GCA_020499265.1
Ascomycota,Pezizomycotina,GCA_020499005.1
Ascomycota,Pezizomycotina,GCA_020502225.1
Ascomycota,Pezizomycotina,GCA_020501375.1
Ascomycota,Pezizomycotina,GCA_020501715.1
Ascomycota,Pezizomycotina,GCA_020503705.1
Ascomycota,Pezizomycotina,GCA_020501575.1
Ascomycota,Pezizomycotina,GCA_020503745.1
Ascomycota,Pezizomycotina,GCA_020503095.1
Ascomycota,Pezizomycotina,GCA_020500235.1
Ascomycota,Pezizomycotina,GCA_020500165.1
Ascomycota,Pezizomycotina,GCA_020499585.1
Ascomycota,Pezizomycotina,GCA_020499645.1
Ascomycota,Pezizomycotina,GCA_020501555.1
Ascomycota,Pezizomycotina,GCA_020502375.1
Ascomycota,Pezizomycotina,GCA_020499135.1
Ascomycota,Pezizomycotina,GCA_020503455.1
Ascomycota,Pezizomycotina,GCA_020503725.1
Ascomycota,Pezizomycotina,GCA_020499325.1
Ascomycota,Pezizomycotina,GCA_020499075.1
Ascomycota,Pezizomycotina,GCA_020499885.1
Ascomycota,Pezizomycotina,GCA_020501885.1
Ascomycota,Pezizomycotina,GCA_020501335.1
Ascomycota,Pezizomycotina,GCA_020503815.1
Ascomycota,Pezizomycotina,GCA_020501875.1
Ascomycota,Pezizomycotina,GCA_020499415.1
Ascomycota,Pezizomycotina,GCA_020501995.1
Ascomycota,Pezizomycotina,GCA_020498965.1
Ascomycota,Pezizomycotina,GCA_020503185.1
Ascomycota,Pezizomycotina,GCA_020502125.1
Ascomycota,Pezizomycotina,GCA_020501695.1
Ascomycota,Pezizomycotina,GCA_020499565.1
Ascomycota,Pezizomycotina,GCA_020501785.1
Ascomycota,Pezizomycotina,GCA_020501805.1
Ascomycota,Pezizomycotina,GCA_020501735.1
Ascomycota,Pezizomycotina,GCA_020502595.1
Ascomycota,Pezizomycotina,GCA_020500995.1
Ascomycota,Pezizomycotina,GCA_020502605.1
Ascomycota,Pezizomycotina,GCA_020510485.1
Ascomycota,Pezizomycotina,GCA_020499595.1
Ascomycota,Pezizomycotina,GCA_020499185.1
Ascomycota,Pezizomycotina,GCA_020503105.1
Ascomycota,Pezizomycotina,GCA_020500945.1
Ascomycota,Pezizomycotina,GCA_020502245.1
Ascomycota,Pezizomycotina,GCA_020502215.1
Ascomycota,Pezizomycotina,GCA_020503365.1
Ascomycota,Pezizomycotina,GCA_020499505.1
Ascomycota,Pezizomycotina,GCA_020499125.1
Ascomycota,Pezizomycotina,GCA_020503015.1
Ascomycota,Pezizomycotina,GCA_020499315.1
Ascomycota,Pezizomycotina,GCA_020503165.1
Ascomycota,Pezizomycotina,GCA_020503205.1
Ascomycota,Pezizomycotina,GCA_020503435.1
Ascomycota,Pezizomycotina,GCA_020502185.1
Ascomycota,Pezizomycotina,GCA_012656125.1
Ascomycota,Pezizomycotina,GCA_020503305.1
Ascomycota,Pezizomycotina,GCA_020501705.1
Ascomycota,Pezizomycotina,GCA_020502035.1
Ascomycota,Pezizomycotina,GCA_020501135.1
Ascomycota,Pezizomycotina,GCA_020502615.1
Ascomycota,Pezizomycotina,GCA_020502625.1
Ascomycota,Pezizomycotina,GCA_020503345.1
Ascomycota,Pezizomycotina,GCA_020503645.1
Ascomycota,Pezizomycotina,GCA_020503805.1
Ascomycota,Pezizomycotina,GCA_020502455.1
Ascomycota,Pezizomycotina,GCA_020499225.1
Ascomycota,Pezizomycotina,GCA_020502875.1
Ascomycota,Pezizomycotina,GCA_020502575.1
Ascomycota,Pezizomycotina,GCA_020498745.1
Ascomycota,Pezizomycotina,GCA_020500975.1
Ascomycota,Pezizomycotina,GCA_020502985.1
Ascomycota,Pezizomycotina,GCA_020503545.1
Ascomycota,Pezizomycotina,GCA_020501545.1
Ascomycota,Pezizomycotina,GCA_020502435.1
Ascomycota,Pezizomycotina,GCA_020502495.1
Ascomycota,Pezizomycotina,GCA_020502715.1
Ascomycota,Pezizomycotina,GCA_020502335.1
Ascomycota,Pezizomycotina,GCA_020502675.1
Ascomycota,Pezizomycotina,GCA_020503665.1
Ascomycota,Pezizomycotina,GCA_020503395.1
Ascomycota,Pezizomycotina,GCA_020502705.1
Ascomycota,Pezizomycotina,GCA_020502365.1
Ascomycota,Pezizomycotina,GCA_002234955.1
Ascomycota,Pezizomycotina,GCA_020503595.1
Ascomycota,Pezizomycotina,GCA_020503715.1
Ascomycota,Pezizomycotina,GCA_020498885.1
Ascomycota,Pezizomycotina,GCA_020502115.1
Ascomycota,Pezizomycotina,GCA_020499195.1
Ascomycota,Pezizomycotina,GCA_020502995.1
Ascomycota,Pezizomycotina,GCA_020501465.1
Ascomycota,Pezizomycotina,GCA_020503555.1
Ascomycota,Pezizomycotina,GCA_020503265.1
Ascomycota,Pezizomycotina,GCA_020503465.1
Ascomycota,Pezizomycotina,GCA_020499455.1
Ascomycota,Pezizomycotina,GCA_020503055.1
Ascomycota,Pezizomycotina,GCA_020502525.1
Ascomycota,Pezizomycotina,GCA_020499495.1
Ascomycota,Pezizomycotina,GCA_020503195.1
Ascomycota,Pezizomycotina,GCA_020503515.1
Ascomycota,Pezizomycotina,GCA_020498735.1
Ascomycota,Pezizomycotina,GCA_020503085.1
Ascomycota,Pezizomycotina,GCA_020499395.1
Ascomycota,Pezizomycotina,GCA_020503245.1
Ascomycota,Pezizomycotina,GCA_020502485.1
Ascomycota,Pezizomycotina,GCA_020499475.1
Ascomycota,Pezizomycotina,GCA_020503535.1
Ascomycota,Pezizomycotina,GCA_020503275.1
Ascomycota,Pezizomycotina,GCA_020502725.1
Ascomycota,Pezizomycotina,GCA_020501115.1
Ascomycota,Pezizomycotina,GCA_012656115.1
Ascomycota,Pezizomycotina,GCA_020499405.1
Ascomycota,Pezizomycotina,GCA_020499045.1
Ascomycota,Pezizomycotina,GCA_020503635.1
Ascomycota,Pezizomycotina,GCA_020500065.1
Ascomycota,Pezizomycotina,GCA_000731615.1
Ascomycota,Pezizomycotina,GCA_002234985.1
Ascomycota,Pezizomycotina,GCA_020501175.1
Ascomycota,Pezizomycotina,GCA_020501235.1
Ascomycota,Pezizomycotina,GCA_020498895.1
Ascomycota,Pezizomycotina,GCA_020503565.1
Ascomycota,Pezizomycotina,GCA_020500025.1
Ascomycota,Pezizomycotina,GCA_012656215.1
Ascomycota,Pezizomycotina,GCA_020500545.1
Ascomycota,Pezizomycotina,GCA_012656165.1
Ascomycota,Pezizomycotina,GCA_020499035.1
Ascomycota,Pezizomycotina,GCA_020500605.1
Ascomycota,Pezizomycotina,GCA_012656185.1
Ascomycota,Pezizomycotina,GCA_020499355.1
Ascomycota,Pezizomycotina,GCA_020503295.1
Ascomycota,Pezizomycotina,GCA_020502385.1
Ascomycota,Pezizomycotina,GCA_020498755.1
Ascomycota,Pezizomycotina,GCA_000150145.1
Ascomycota,Pezizomycotina,GCA_001599455.1
Ascomycota,Pezizomycotina,GCA_001029325.1
Ascomycota,Pezizomycotina,GCA_000225645.2
Ascomycota,Pezizomycotina,GCA_000225625.2
Ascomycota,Pezizomycotina,GCA_011074995.1
Ascomycota,Pezizomycotina,GCA_011075025.1
Ascomycota,Pezizomycotina,GCA_027569745.1
Ascomycota,Pezizomycotina,GCA_025766005.1
Ascomycota,Pezizomycotina,GCA_001741905.1
Ascomycota,Pezizomycotina,GCA_024862975.1
Ascomycota,Pezizomycotina,GCA_019843515.1
Ascomycota,Pezizomycotina,GCA_001741915.1
Ascomycota,Pezizomycotina,GCA_011316255.1
Ascomycota,Pezizomycotina,GCA_029582035.1
Ascomycota,Pezizomycotina,GCA_009812365.1
Ascomycota,Pezizomycotina,GCA_013618955.1
Ascomycota,Pezizomycotina,GCA_002211485.2
Ascomycota,Pezizomycotina,GCA_900248155.1
Ascomycota,Pezizomycotina,GCA_026261755.1
Ascomycota,Pezizomycotina,GCA_001515345.1
Ascomycota,Pezizomycotina,GCA_025768885.1
Ascomycota,Pezizomycotina,GCA_025769125.1
Ascomycota,Pezizomycotina,GCA_023618375.1
Ascomycota,Pezizomycotina,GCA_025769515.1
Ascomycota,Pezizomycotina,GCA_023625375.1
Ascomycota,Pezizomycotina,GCA_023625355.1
Ascomycota,Pezizomycotina,GCA_025769035.1
Ascomycota,Pezizomycotina,GCA_025769005.1
Ascomycota,Pezizomycotina,GCA_023618365.1
Ascomycota,Pezizomycotina,GCA_025769365.1
Ascomycota,Pezizomycotina,GCA_023625315.1
Ascomycota,Pezizomycotina,GCA_025769085.1
Ascomycota,Pezizomycotina,GCA_026119785.1
Ascomycota,Pezizomycotina,GCA_025769065.1
Ascomycota,Pezizomycotina,GCA_025769215.1
Ascomycota,Pezizomycotina,GCA_023509725.1
Ascomycota,Pezizomycotina,GCA_023625395.1
Ascomycota,Pezizomycotina,GCA_025769265.1
Ascomycota,Pezizomycotina,GCA_023618355.1
Ascomycota,Pezizomycotina,GCA_025769575.1
Ascomycota,Pezizomycotina,GCA_023618435.1
Ascomycota,Pezizomycotina,GCA_023618715.1
Ascomycota,Pezizomycotina,GCA_025769245.1
Ascomycota,Pezizomycotina,GCA_001715265.1
Ascomycota,Pezizomycotina,GCA_037044415.1
Ascomycota,Pezizomycotina,GCA_023618895.1
Ascomycota,Pezizomycotina,GCA_025769485.1
Ascomycota,Pezizomycotina,GCA_025769415.1
Ascomycota,Pezizomycotina,GCA_015586245.1
Ascomycota,Pezizomycotina,GCA_025769155.1
Ascomycota,Pezizomycotina,GCA_015586215.1
Ascomycota,Pezizomycotina,GCA_025769535.1
Ascomycota,Pezizomycotina,GCA_025768975.1
Ascomycota,Pezizomycotina,GCA_025769455.1
Ascomycota,Pezizomycotina,GCA_015586235.1
Ascomycota,Pezizomycotina,GCA_026284195.1
Ascomycota,Pezizomycotina,GCA_026119665.1
Ascomycota,Pezizomycotina,GCA_023625435.1
Ascomycota,Pezizomycotina,GCA_023625475.1
Ascomycota,Pezizomycotina,GCA_023618915.1
Ascomycota,Pezizomycotina,GCA_027923945.1
Ascomycota,Pezizomycotina,GCA_023973445.1
Ascomycota,Pezizomycotina,GCA_016162265.1
Ascomycota,Pezizomycotina,GCA_027923985.1
Ascomycota,Pezizomycotina,GCA_026119705.1
Ascomycota,Pezizomycotina,GCA_025769325.1
Ascomycota,Pezizomycotina,GCA_026119715.1
Ascomycota,Pezizomycotina,GCA_026119755.1
Ascomycota,Pezizomycotina,GCA_027923745.1
Ascomycota,Pezizomycotina,GCA_027923725.1
Ascomycota,Pezizomycotina,GCA_027923785.1
Ascomycota,Pezizomycotina,GCA_026119675.1
Ascomycota,Pezizomycotina,GCA_026119745.1
Ascomycota,Pezizomycotina,GCA_027924005.1
Ascomycota,Pezizomycotina,GCA_025769305.1
Ascomycota,Pezizomycotina,GCA_023625415.1
Ascomycota,Pezizomycotina,GCA_025769395.1
Ascomycota,Pezizomycotina,GCA_002740505.1
Ascomycota,Pezizomycotina,GCA_027923825.1
Ascomycota,Pezizomycotina,GCA_027923805.1
Ascomycota,Pezizomycotina,GCA_027923865.1
Ascomycota,Pezizomycotina,GCA_001931795.1
Ascomycota,Pezizomycotina,GCA_026119635.1
Ascomycota,Pezizomycotina,GCA_023134385.1
Ascomycota,Pezizomycotina,GCA_023134475.1
Ascomycota,Pezizomycotina,GCA_023137735.1
Ascomycota,Pezizomycotina,GCA_023137955.1
Ascomycota,Pezizomycotina,GCA_023137765.1
Ascomycota,Pezizomycotina,GCA_023134235.1
Ascomycota,Pezizomycotina,GCA_023137835.1
Ascomycota,Pezizomycotina,GCA_023137965.1
Ascomycota,Pezizomycotina,GCA_023137675.1
Ascomycota,Pezizomycotina,GCA_023137925.1
Ascomycota,Pezizomycotina,GCA_023137865.1
Ascomycota,Pezizomycotina,GCA_023134415.1
Ascomycota,Pezizomycotina,GCA_023091265.1
Ascomycota,Pezizomycotina,GCA_023134295.1
Ascomycota,Pezizomycotina,GCA_023091205.1
Ascomycota,Pezizomycotina,GCA_023134355.1
Ascomycota,Pezizomycotina,GCA_023137805.1
Ascomycota,Pezizomycotina,GCA_023134325.1
Ascomycota,Pezizomycotina,GCA_023137895.1
Ascomycota,Pezizomycotina,GCA_023137795.1
Ascomycota,Pezizomycotina,GCA_023134265.1
Ascomycota,Pezizomycotina,GCA_023134445.1
