Row,Genus,Phylum,Subphylum,class,Family,Sp,Strain,Assembly,NA
12193,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,titani,CBS.13926,GCA_030565185.1,1
12194,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,illinoinensis,NRRL.Y-48827,GCA_030572695.1,1
12195,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,stambukii,UFMG-CM-Y427,GCA_002245345.1,1
12196,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,insectosa,NRRL.Y-12854,GCA_030572575.1,1
12197,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,shehatae,ATY839,GCA_002118035.1,1
12198,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,xylosifermentans,CBS.12540,GCA_036884685.1,1
12199,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,coipomensis,NRRL.Y-17651,GCA_036884675.1,1
12200,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,spartinae,ARV_011,GCA_019049425.1,1
12201,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,spartinae,ARV_011,GCF_019049425.1,1
12202,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,parashehatae,CBS.12535,GCA_030571865.1,1
12203,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,gosingicus,CBS.11433,GCA_030463055.1,1
12204,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,stipitis,NRRL.Y-7124,GCA_016859295.1,1
12205,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,stipitis,NRRL.Y-7124,GCA_030570375.1,1
12206,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,shehatae,NBRC.1983,GCA_002118155.1,1
12207,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,shehatae,NRRL.Y-12858,GCA_030674605.1,1
12208,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,amazonensis,CBS.12363,GCA_029581795.1,1
12209,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,lignosus,NRRL.Y-12856,GCA_030674765.1,1
12210,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,spartinae,NRRL.Y-7322,GCA_030556735.1,1
12211,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,stipitis,CBS.6054,GCA_006942115.1,1
12212,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,segobiensis,DSM.27193,GCA_018489445.1,1
12213,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,coipomensis,NRRL.Y-17651,GCA_030578755.1,1
12214,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,xylosifermentans,CBS.12540,GCA_030571855.1,1
12215,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,stipitis,CBS.6054,GCA_000209165.1,1
12216,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,stipitis,CBS.6054,GCF_000209165.1,1
12217,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,segobiensis,NRRL.Y-11571,GCA_030564745.1,1
12218,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,amazonensis,UFMG-HMD-26.3,GCA_036850825.1,1
12219,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,lignosus,JCM.9837,GCA_001599395.1,1
12220,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,quercinus,NRRL.Y-48825,GCA_030556775.1,1
12221,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,ergatensis,NRRL.Y-17652,GCA_030575095.1,1
12222,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,cryptocercus,NRRL.Y-48824,GCA_030555905.1,1
12223,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,virginianus,NRRL.Y-48822,GCA_030565005.1,1
12224,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,titani,CBS.13926,GCA_030565185.1,1
12225,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,illinoinensis,NRRL.Y-48827,GCA_030572695.1,1
12226,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,stambukii,UFMG-CM-Y427,GCA_002245345.1,1
12227,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,insectosa,NRRL.Y-12854,GCA_030572575.1,1
12228,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,shehatae,ATY839,GCA_002118035.1,1
12229,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,xylosifermentans,CBS.12540,GCA_036884685.1,1
12230,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,coipomensis,NRRL.Y-17651,GCA_036884675.1,1
12231,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,spartinae,ARV_011,GCA_019049425.1,1
12232,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,spartinae,ARV_011,GCF_019049425.1,1
12233,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,parashehatae,CBS.12535,GCA_030571865.1,1
12234,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,gosingicus,CBS.11433,GCA_030463055.1,1
12235,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,stipitis,NRRL.Y-7124,GCA_016859295.1,1
12236,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,stipitis,NRRL.Y-7124,GCA_030570375.1,1
12237,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,shehatae,NBRC.1983,GCA_002118155.1,1
12238,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,shehatae,NRRL.Y-12858,GCA_030674605.1,1
12239,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,amazonensis,CBS.12363,GCA_029581795.1,1
12240,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,lignosus,NRRL.Y-12856,GCA_030674765.1,1
12241,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,spartinae,NRRL.Y-7322,GCA_030556735.1,1
12242,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,stipitis,CBS.6054,GCA_006942115.1,1
12243,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,segobiensis,DSM.27193,GCA_018489445.1,1
12244,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,coipomensis,NRRL.Y-17651,GCA_030578755.1,1
12245,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,NA,xylosifermentans,CBS.12540,GCA_030571855.1,1
12246,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,stipitis,CBS.6054,GCA_000209165.1,1
12247,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,stipitis,CBS.6054,GCF_000209165.1,1
12248,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,segobiensis,NRRL.Y-11571,GCA_030564745.1,1
12249,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,amazonensis,UFMG-HMD-26.3,GCA_036850825.1,1
12250,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,lignosus,JCM.9837,GCA_001599395.1,1
12251,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,quercinus,NRRL.Y-48825,GCA_030556775.1,1
12252,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,ergatensis,NRRL.Y-17652,GCA_030575095.1,1
12253,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,cryptocercus,NRRL.Y-48824,GCA_030555905.1,1
12254,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,virginianus,NRRL.Y-48822,GCA_030565005.1,1
12255,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,titani,CBS.13926,GCA_030565185.1,1
12256,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,illinoinensis,NRRL.Y-48827,GCA_030572695.1,1
12257,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,stambukii,UFMG-CM-Y427,GCA_002245345.1,1
12258,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,insectosa,NRRL.Y-12854,GCA_030572575.1,1
12259,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,shehatae,ATY839,GCA_002118035.1,1
12260,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,xylosifermentans,CBS.12540,GCA_036884685.1,1
12261,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,coipomensis,NRRL.Y-17651,GCA_036884675.1,1
12262,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,spartinae,ARV_011,GCA_019049425.1,1
12263,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,spartinae,ARV_011,GCF_019049425.1,1
12264,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,parashehatae,CBS.12535,GCA_030571865.1,1
12265,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,gosingicus,CBS.11433,GCA_030463055.1,1
12266,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,stipitis,NRRL.Y-7124,GCA_016859295.1,1
12267,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,stipitis,NRRL.Y-7124,GCA_030570375.1,1
12268,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,shehatae,NBRC.1983,GCA_002118155.1,1
12269,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,shehatae,NRRL.Y-12858,GCA_030674605.1,1
12270,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,amazonensis,CBS.12363,GCA_029581795.1,1
12271,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,lignosus,NRRL.Y-12856,GCA_030674765.1,1
12272,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,spartinae,NRRL.Y-7322,GCA_030556735.1,1
12273,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,stipitis,CBS.6054,GCA_006942115.1,1
12274,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,segobiensis,DSM.27193,GCA_018489445.1,1
12275,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,coipomensis,NRRL.Y-17651,GCA_030578755.1,1
12276,Scheffersomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,xylosifermentans,CBS.12540,GCA_030571855.1,1
12277,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,osmophilus,CBS.15793,GCA_027921745.1,1
12278,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,osmophilus,CBS.15793,GCF_027921745.1,1
12279,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,versatilis,CBS.103,GCA_032882995.1,1
12280,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,972h-,GCA_000002945.2,1
12281,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,972h-,GCF_000002945.1,1
12282,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,cryophilus,OY26,GCA_000004155.2,1
12283,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,cryophilus,OY26,GCF_000004155.1,1
12284,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,japonicus,yFS275,GCA_000149845.2,1
12285,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,japonicus,yFS275,GCF_000149845.2,1
12286,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,octosporus,yFS286,GCA_000150505.2,1
12287,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,octosporus,yFS286,GCF_000150505.1,1
12288,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,lindneri,SZ1623-FG-A,GCA_029532395.1,1
12289,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,sp.,NA,GCA_029267275.1,1
12290,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,japonicus,yFS275,GCA_032883015.1,1
12291,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,NA,GCA_963969215.1,1
12292,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,FLO-DUT,GCA_023078545.1,1
12293,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,EBC7,GCA_003086255.1,1
12294,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,japonicus,CBS5679,GCA_958267425.1,1
12295,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB4,GCA_006386365.1,1
12296,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,ATCC.16979,GCA_030707835.1,1
12297,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,ATCC.98676,GCA_036558985.1,1
12298,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB918,GCA_006386175.1,1
12299,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB1174,GCA_006386315.1,1
12300,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB1171,GCA_006386305.1,1
12301,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB872,GCA_006386185.1,1
12302,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB873,GCA_006386395.1,1
12303,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB1197,GCA_006386275.1,1
12304,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB939,GCA_006386355.1,1
12305,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB853,GCA_006386235.1,1
12306,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB22,GCA_006386105.1,1
12307,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB760,GCA_006386295.1,1
12308,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB1205,GCA_006386085.1,1
12309,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB934,GCA_006386205.1,1
12310,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB1110,GCA_006386095.1,1
12311,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB1206,GCA_006386075.1,1
12312,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB842,GCA_006386245.1,1
12313,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,JB858,GCA_006386405.1,1
12314,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,pombe,DX7706-2,GCA_037041055.1,1
12315,Schizosaccharomyces,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,Schizosaccharomycetaceae,japonicus,CBS.5679,GCA_019702855.1,1
12316,Schizothecium,Ascomycota,Pezizomycotina,Sordariomycetes,Lasiosphaeriaceae,vesticola,SMH3187-1,GCA_030549215.1,1
12317,Schizothecium,Ascomycota,Pezizomycotina,Sordariomycetes,Lasiosphaeriaceae,tetrasporum,CBS815.71-sp3,GCA_027943155.1,1
12318,Schizothecium,Ascomycota,Pezizomycotina,Sordariomycetes,Lasiosphaeriaceae,conicum,SC1-Ups,GCA_030685255.1,1
12319,Schizothecium,Ascomycota,Pezizomycotina,Sordariomycetes,Lasiosphaeriaceae,sp.,R5324,GCA_037042205.1,1
12320,Schizothecium,Ascomycota,Pezizomycotina,Sordariomycetes,Lasiosphaeriaceae,tetrasporum,CBS815.71-sp6,GCA_027943165.1,1
12321,Sclerophora,Ascomycota,Pezizomycotina,Coniocybomycetes,Coniocybaceae,amabilis,NA,GCA_026025825.1,1
12322,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,sclerotiorum,1980,GCA_000146945.2,1
12323,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,sclerotiorum,1980,GCF_000146945.2,1
12324,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,trifoliorum,NA,GCA_905066765.1,1
12325,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,borealis,F-4128,GCA_000503235.1,1
12326,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,subarctica,NA,GCA_025389085.1,1
12327,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,nivalis,SnTB1,GCA_029531795.1,1
12328,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,minor,NA,GCA_025389075.1,1
12329,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,glacialis,LMK.743,GCA_002162575.1,1
12330,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,sclerotiorum,1980,GCA_001857865.1,1
12331,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,sclerotiorum,NA,GCA_025389095.1,1
12332,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,sclerotiorum,WH6,GCA_019022465.1,1
12333,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,sclerotiorum,ESR-01,GCA_025594185.1,1
12334,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,minor,CBS.339.39,GCA_029034665.1,1
12335,Sclerotinia,Ascomycota,Pezizomycotina,Leotiomycetes,Sclerotiniaceae,minor,SsChi,GCA_024586315.1,1
12336,Septoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,linicola,SE15195,GCA_024114885.1,1
12337,Septoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,petroselini,CBS.182.44,GCA_022559915.2,1
12338,Septoria,Ascomycota,Pezizomycotina,Dothideomycetes,Mycosphaerellaceae,linicola,SE14017,GCA_024291795.1,1
12339,Setomelanomma,Ascomycota,Pezizomycotina,Dothideomycetes,Phaeosphaeriaceae,holmii,CBS.110217,GCA_010015745.1,1
12340,Setosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,turcica,GD003,GCA_024606495.1,1
12341,Sodiomyces,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,alkalinus,F11,GCA_003711515.1,1
12342,Sodiomyces,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerellaceae,alkalinus,F11,GCF_003711515.1,1
12343,Sordaria,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariaceae,macrospora,k-hell,GCF_000182805.3,1
12344,Sordaria,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariaceae,brevicollis,FGSC.1904,GCA_033439795.1,1
12345,Sordaria,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariaceae,sp.,MPI-SDFR-AT-0083,GCA_020800285.1,1
12346,Sordaria,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariaceae,macrospora,SN1693,GCA_033870435.1,1
12347,Sordaria,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariaceae,macrospora,R19027,GCA_008692325.1,1
12348,Sordaria,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariaceae,macrospora,k-hell,GCA_000182805.2,1
12349,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,passalidarum,NRRL.Y-27907,GCA_000223485.1,1
12350,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,passalidarum,NRRL.Y-27907,GCF_000223485.1,1
12351,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,xylofermentans,UFMG-HMD23.3,GCA_002105455.1,1
12352,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,boniae,UFMG-CM-Y306,GCA_002094185.1,1
12353,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,girioi,UFMG-CM-Y302,GCA_001657455.1,1
12354,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,hagerdaliae,UFMG-CM-Y303,GCA_001655755.1,1
12355,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,gorwiae,UFMG-CM-Y312,GCA_001655765.1,1
12356,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,jeffriesii,NRRL.Y-27738,GCA_030705235.1,1
12357,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,arborariae,UFMG-19.1A,GCA_000497715.1,1
12358,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,sp.,UFMG-CM-Y285,GCA_002911495.2,1
12359,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,sp.,JA1,GCA_003676035.1,1
12360,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,sp.,P7602,GCA_037040735.1,1
12361,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,passalidarum,NRRL.Y-27907,GCA_013620965.1,1
12362,Spathaspora,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,passalidarum,NRRL.Y-27907,GCA_030579515.1,1
12363,Sphaerosporella,Ascomycota,Pezizomycotina,Pezizomycetes,Pyronemataceae,brunnea,Sb_GMNB300,GCA_008704415.1,1
12364,Sporopachydermia,Ascomycota,Saccharomycotina,Saccharomycetes,Dipodascaceae,lactativora,NRRL.Y-11591,GCA_030579575.1,1
12365,Sporopachydermia,Ascomycota,Saccharomycotina,Saccharomycetes,Dipodascaceae,cereana,NRRL.Y-7798,GCA_030561065.1,1
12366,Sporopachydermia,Ascomycota,Saccharomycotina,Saccharomycetes,Dipodascaceae,quercuum,JCM.9486,GCA_001599295.1,1
12367,Sporopachydermia,Ascomycota,Saccharomycotina,Saccharomycetes,Dipodascaceae,lactativora,NRRL.Y-11591,GCA_003705295.1,1
12368,Sporopachydermia,Ascomycota,Saccharomycotina,Saccharomycetes,Dipodascaceae,quercuum,NRRL.Y-17847,GCA_030579615.1,1
12369,Sporormia,Ascomycota,Pezizomycotina,Dothideomycetes,Sporormiaceae,fimetaria,CBS.119925,GCA_010093795.1,1
12370,Stachybotrys,Ascomycota,Pezizomycotina,Sordariomycetes,Stachybotryaceae,chartarum,51-11,GCA_001021365.1,1
12371,Stachybotrys,Ascomycota,Pezizomycotina,Sordariomycetes,Stachybotryaceae,elegans,MPI-CAGE-CH-0235,GCA_020746835.1,1
12372,Stachybotrys,Ascomycota,Pezizomycotina,Sordariomycetes,Stachybotryaceae,echinatus,JCM.22618,GCA_001599555.1,1
12373,Stachybotrys,Ascomycota,Pezizomycotina,Sordariomycetes,Stachybotryaceae,chlorohalonata,IBT.40285,GCA_000732775.1,1
12374,Stachybotrys,Ascomycota,Pezizomycotina,Sordariomycetes,Stachybotryaceae,microspora,N1,GCA_020085135.1,1
